model_id,requested_model_revision,resolved_model_revision,sample_id,utterance_id,prompt_id,prompt_level,prompt_family,prompt_hash,prompt_text,shot_count,shot_sample_ids,audio_path,speech_condition,reference_original,reference_dataset_normalized,reference_normalized,status,raw_output,cleaned_prediction,prediction_normalized,generated_tokens,inference_seconds,error_type,error_message,timestamp,dataset_type,original_file,source,duration,duration_sec,duration_bin,metric_status,wer,cer,word_hits,word_substitutions,word_deletions,word_insertions,ref_words,word_edits,char_hits,char_substitutions,char_deletions,char_insertions,ref_chars,char_edits,hyp_words,output_reference_word_ratio,insertion_rate,rejection_flag,meta_response_flag,repetition_flag,hallucination_proxy_flag,hallucination_proxy_reason,reference_has_devanagari,reference_has_latin,hypothesis_has_devanagari,hypothesis_has_latin,script_presence_match,noise_type,snr_db,cmi,cmi_band
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_fleurs_051_ba9bdaa8c6.wav,audio/clean_fleurs_051_ba9bdaa8c6.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_fleurs_051_ba9bdaa8c6.wav,clean,यो नर्वे स्विडेन र न्यूजील्यान्डद्वारा मिलान गरिएको छ तर अन्यथा एकदम अद्वितीय छ उदाहरण नेदरल्यान्डमा अङ्क एक देखि चालीससम्म छ।,यो नर्वे स्विडेन र न्यूजील्यान्डद्वारा मिलान गरिएको छ तर अन्यथा एकदम अद्वितीय छ उदाहरण नेदरल्यान्डमा अङ्क एक देखि चालीससम्म छ,यो नर्वे स्विडेन र न्यूजील्यान्डद्वारा मिलान गरिएको छ तर अन्यथा एकदम अद्वितीय छ उदाहरण नेदरल्यान्डमा अङ्क एक देखि चालीससम्म छ,success,"यूनानी, स्वीडेन र न्यूजीलैंड द्वारा मिलान गोरिये कुटोरा तरौ अन्यता इक्टम अवित्याचा उत्तराहरण नेतालाई मांको इक्टिहिटाली समता.","यूनानी, स्वीडेन र न्यूजीलैंड द्वारा मिलान गोरिये कुटोरा तरौ अन्यता इक्टम अवित्याचा उत्तराहरण नेतालाई मांको इक्टिहिटाली समता.",यूनानी स्वीडेन र न्यूजीलैंड द्वारा मिलान गोरिये कुटोरा तरौ अन्यता इक्टम अवित्याचा उत्तराहरण नेतालाई मांको इक्टिहिटाली समता,124,12.219,,,2026-08-13T19:08:27.005295,clean,fleurs_051_ba9bdaa8c6.wav,fleurs,14.88,14.88,12-15,ok,0.95,0.48,1,16,3,0,20,19,76,35,14,11,125,60,17,0.85,0.0,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_common_voice_042_ec04037e22.wav,audio/clean_common_voice_042_ec04037e22.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_common_voice_042_ec04037e22.wav,clean,अहिले आएर इरानले पनि सोही घोषणा गरेको हो ।,अहिले आएर इरानले पनि सोही घोषणा गरेको हो,अहिले आएर इरानले पनि सोही घोषणा गरेको हो,success,यो ले आर इरानले पनि सूर्यको सनागरीको हो।,यो ले आर इरानले पनि सूर्यको सनागरीको हो।,यो ले आर इरानले पनि सूर्यको सनागरीको हो,38,5.441,,,2026-08-13T19:08:39.226378,clean,common_voice_042_ec04037e22.wav,common_voice,4.32,4.32,3-5,ok,0.75,0.35,3,4,1,1,8,6,27,11,2,1,40,14,8,1.0,0.125,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_slr143_014_ab933bf8be.wav,audio/clean_slr143_014_ab933bf8be.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_slr143_014_ab933bf8be.wav,clean,अन्तिम घडीमा एक-एक गरेर सारा दृश्य उसका सामुन्ने आइरहेका थिए र सोच्दासोच्दै ऊ गुँडुल्किएर निदाएछ ।,अन्तिम घडीमा एक एक गरेर सारा दृश्य उसका सामुन्ने आइरहेका थिए र सोच्दासोच्दै ऊ गुँडुल्किएर निदाएछ,अन्तिम घडीमा एक एक गरेर सारा दृश्य उसका सामुन्ने आइरहेका थिए र सोच्दासोच्दै ऊ गुँडुल्किएर निदाएछ,success,अंतिम घडीमा एक एक घडीरा सारा दिसे उसका सामने आई रहकार थी। रसोज्जा सोज्जे योगुरुल कीर रनी दाई थो।,अंतिम घडीमा एक एक घडीरा सारा दिसे उसका सामने आई रहकार थी। रसोज्जा सोज्जे योगुरुल कीर रनी दाई थो।,अंतिम घडीमा एक एक घडीरा सारा दिसे उसका सामने आई रहकार थी रसोज्जा सोज्जे योगुरुल कीर रनी दाई थो,93,9.171,,,2026-08-13T19:08:44.668651,clean,slr143_014_ab933bf8be.wav,slr143,8.856063,8.856063,8-12,ok,0.875,0.4166666666666667,5,11,0,3,16,14,64,22,10,8,96,40,19,1.1875,0.1875,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_slr54_020_c8f0e91346.wav,audio/clean_slr54_020_c8f0e91346.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_slr54_020_c8f0e91346.wav,clean,विकसित भइन्।,विकसित भइन्,विकसित भइन्,success,विकास शिवायन,विकास शिवायन,विकास शिवायन,13,3.381,,,2026-08-13T19:08:53.840755,clean,slr54_020_c8f0e91346.wav,slr54,5.1,5.1,5-8,ok,1.0,0.7272727272727273,0,2,0,0,2,2,6,3,2,3,11,8,2,1.0,0.0,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_fleurs_053_3aa6b579c0.wav,audio/clean_fleurs_053_3aa6b579c0.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_fleurs_053_3aa6b579c0.wav,clean,अधिकारीहरूले मतदाता परिचय प्रमाणित गरेपछि मतदाताले खामलाई मतपत्र बाकसमा खसाल्छ र मतदानको सूचीमा हस्ताक्षर गर्छ,अधिकारीहरूले मतदाता परिचय प्रमाणित गरेपछि मतदाताले खामलाई मतपत्र बाकसमा खसाल्छ र मतदानको सूचीमा हस्ताक्षर गर्छ,अधिकारीहरूले मतदाता परिचय प्रमाणित गरेपछि मतदाताले खामलाई मतपत्र बाकसमा खसाल्छ र मतदानको सूचीमा हस्ताक्षर गर्छ,success,अधिकारीहरूले मतदाता परिचय परमाणु प्रमाणित गौरीपोषी मतदाता ले कामले मतपोत्र बाकसमा खसालसा र मतदानको सूचीमा स्थान गर्छन्।,अधिकारीहरूले मतदाता परिचय परमाणु प्रमाणित गौरीपोषी मतदाता ले कामले मतपोत्र बाकसमा खसालसा र मतदानको सूचीमा स्थान गर्छन्।,अधिकारीहरूले मतदाता परिचय परमाणु प्रमाणित गौरीपोषी मतदाता ले कामले मतपोत्र बाकसमा खसालसा र मतदानको सूचीमा स्थान गर्छन्,111,11.179,,,2026-08-13T19:08:57.223320,clean,fleurs_053_3aa6b579c0.wav,fleurs,13.86,13.86,12-15,ok,0.6,0.24545454545454545,8,7,0,2,15,9,96,9,5,13,110,27,17,1.1333,0.1333,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_common_voice_040_5a66d81a7d.wav,audio/clean_common_voice_040_5a66d81a7d.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_common_voice_040_5a66d81a7d.wav,clean,फिल्म हेर्दा उनले केका लागि त्यत्रो पैसा पाए होलान् भन्ने प्रश्न खडा हुन्छ ।,फिल्म हेर्दा उनले केका लागि त्यत्रो पैसा पाए होलान् भन्ने प्रश्न खडा हुन्छ,फिल्म हेर्दा उनले केका लागि त्यत्रो पैसा पाए होलान् भन्ने प्रश्न खडा हुन्छ,success,फ्लिमहर दौनलीका लग्न त्रुपीस पायगा होलन्द भन्दा नेपासनको र दाहिन्छ।,फ्लिमहर दौनलीका लग्न त्रुपीस पायगा होलन्द भन्दा नेपासनको र दाहिन्छ।,फ्लिमहर दौनलीका लग्न त्रुपीस पायगा होलन्द भन्दा नेपासनको र दाहिन्छ,66,7.175,,,2026-08-13T19:09:08.404150,clean,common_voice_040_5a66d81a7d.wav,common_voice,5.616,5.616,5-8,ok,1.0,0.5540540540540541,0,10,3,0,13,13,38,23,13,5,74,41,10,0.7692,0.0,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_slr54_030_6306fbdefd.wav,audio/clean_slr54_030_6306fbdefd.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_slr54_030_6306fbdefd.wav,clean,शोधकर्ता पनि थिए,शोधकर्ता पनि थिए,शोधकर्ता पनि थिए,success,शौद गर्दा पनि थिए,शौद गर्दा पनि थिए,शौद गर्दा पनि थिए,18,3.751,,,2026-08-13T19:09:15.580857,clean,slr54_030_6306fbdefd.wav,slr54,4.2,4.2,3-5,ok,0.6666666666666666,0.3125,2,1,0,1,3,2,12,4,0,1,16,5,4,1.3333,0.3333,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_slr143_006_bb858103a0.wav,audio/clean_slr143_006_bb858103a0.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_slr143_006_bb858103a0.wav,clean,"निर्ममतासँग पृथ्वीलाई यसले आबद्‌ गरेको छ, त्यसमा गोडा राख्यो भने दुम्सीको काँडा उम्रेको जस्तो अङ्गअङ्गका तीक्ष्ण अङ्क्रले बर्बरताको सान्नानी : तीन परिचय दिन्छन्‌ ।",निर्ममतासँग पृथ्वीलाई यसले आबद् गरेको छ त्यसमा गोडा राख्यो भने दुम्सीको काँडा उम्रेको जस्तो अङ्गअङ्गका तीक्ष्ण अङ्क्रले बर्बरताको सान्नानी तीन परिचय दिन्छन्,निर्ममतासँग पृथ्वीलाई यसले आबद् गरेको छ त्यसमा गोडा राख्यो भने दुम्सीको काँडा उम्रेको जस्तो अङ्गअङ्गका तीक्ष्ण अङ्क्रले बर्बरताको सान्नानी तीन परिचय दिन्छन्,success,निर्ममतासँगा पृथ्वीलाई इसले अबाद दोगरीको छ। तिसमा गोदा र अकुपनी दुमसिको कार्डा उमेरे कोजुँस्तो अंगर अंगरका त्याक्षण अंक्राले बर्बर ताको सानानी तीन परिचालन चन्।,निर्ममतासँगा पृथ्वीलाई इसले अबाद दोगरीको छ। तिसमा गोदा र अकुपनी दुमसिको कार्डा उमेरे कोजुँस्तो अंगर अंगरका त्याक्षण अंक्राले बर्बर ताको सानानी तीन परिचालन चन्।,निर्ममतासँगा पृथ्वीलाई इसले अबाद दोगरीको छ तिसमा गोदा र अकुपनी दुमसिको कार्डा उमेरे कोजुँस्तो अंगर अंगरका त्याक्षण अंक्राले बर्बर ताको सानानी तीन परिचालन चन्,157,14.048,,,2026-08-13T19:09:19.333037,clean,slr143_006_bb858103a0.wav,slr143,12.260188,12.260188,12-15,ok,0.9545454545454546,0.3269230769230769,3,19,0,2,22,21,116,30,10,11,156,51,24,1.0909,0.0909,False,False,False,False,,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_slr43_028_253c4c05c1.wav,audio/clean_slr43_028_253c4c05c1.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_slr43_028_253c4c05c1.wav,clean,न्यु भेराइटी बुक्स एन्ड स्टेसनरीमा पुस्तक तथा अन्य शैक्षिक सामग्रीका साथै बालबालिकाका लागि चाहिने धेरै वस्तुहरू पाइन्छ,न्यु भेराइटी बुक्स एन्ड स्टेसनरीमा पुस्तक तथा अन्य शैक्षिक सामग्रीका साथै बालबालिकाका लागि चाहिने धेरै वस्तुहरू पाइन्छ,न्यु भेराइटी बुक्स एन्ड स्टेसनरीमा पुस्तक तथा अन्य शैक्षिक सामग्रीका साथै बालबालिकाका लागि चाहिने धेरै वस्तुहरू पाइन्छ,success,"नयाँ विविधता भाषाओं वा विविधता वाले पुस्तकों वा स्टेशनरी मार्केट, वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग","नयाँ विविधता भाषाओं वा विविधता वाले पुस्तकों वा स्टेशनरी मार्केट, वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग",नयाँ विविधता भाषाओं वा विविधता वाले पुस्तकों वा स्टेशनरी मार्केट वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग्रीका साथै बालबालिका कलाकृतिहरू वा अन्य वस्तुहरू वा प्रकाशन वा अन्य साहित्य सामग,1024,71.259,,,2026-08-13T19:09:33.383112,clean,slr43_028_253c4c05c1.wav,slr43,8.68,8.68,8-12,ok,9.235294117647058,8.177966101694915,4,13,0,144,17,157,100,18,0,947,118,965,161,9.4706,8.4706,False,False,True,True,length_ratio>2.5|insertion_rate>1.0|repetition,True,False,True,False,True,,,,
Qwen/Qwen2.5-Omni-3B,main,f75b40e3da2003cdd6e1829b1f420ca70797c34e,clean:audio/clean_common_voice_045_e5d1ae59c5.wav,audio/clean_common_voice_045_e5d1ae59c5.wav,L3_a,L3,1shot_from_L2_c,822aae8d38ebe7c31afc43db97a0554fa63c16c5725e34cc09f6aa2ebadd5cd5,"Write only the verbatim transcript of the audio. Use Devanagari for Nepali and Latin script for English; preserve code-switches exactly where spoken. Keep fillers, repetitions, corrections, false starts, and incomplete words. Do not translate, correct grammar, normalize wording, guess unclear speech, or add commentary.",1,['clean:audio/clean_slr43_005_5b5463b34a.wav'],/kaggle/input/datasets/panditaadarsh/llm-bechmarking-audio/prompt_development_sets/stage2/audio/clean_common_voice_045_e5d1ae59c5.wav,clean,ल कसैको सुत्ने बेला भएको भए चै शुभरात्री है ।,ल कसैको सुत्ने बेला भएको भए चै शुभरात्री है,ल कसैको सुत्ने बेला भएको भए चै शुभरात्री है,success,लोकसेवा सूचना बारेमा परेको पार्टी सहयोग र त्रिभूजही.,लोकसेवा सूचना बारेमा परेको पार्टी सहयोग र त्रिभूजही.,लोकसेवा सूचना बारेमा परेको पार्टी सहयोग र त्रिभूजही,50,6.061,,,2026-08-13T19:10:44.644803,clean,common_voice_045_e5d1ae59c5.wav,common_voice,6.696,6.696,5-8,ok,1.0,0.7441860465116279,0,8,1,0,9,9,20,22,1,9,43,32,8,0.8889,0.0,False,False,False,False,,True,False,True,False,True,,,,
